star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color
89 Leonis,86.6,26.6,1.06,V,+5.77,+3.65,3.02,"B-V= +0.46, U-B= +0.01"
Cordoba Durchmusterung -23°10062,57.9,17.7,,V-VI,+11.16,+9.91,0.0094,"B-V= +1.53, R-I= +0.80"
Cordoba Durchmusterung -31°9113,29.5,9.04,,V,+9.81,+10.03,0.0085,"B-V= +1.51, U-B= +1.17, R-I= +0.90"
Bonner Durchmusterung +40°2442,79.6,24.4,,V,+10.10,+8.16,0.047,"B-V= +1.35, U-B= +1.27, R-I= +0.60"
Catalogue Astrographique +30°27225,50.0,15.3,,wd,+12.49,+11.56,0.0021,"B-V= -0.06, U-B= -0.98"
Bonner Durchmusterung +43°2135,64.4,19.8,,V,+8.26,+6.78,0.17,"B-V= +0.96, U-B= +0.82"
Cordoba Durchmusterung -24°9867,43,13,,V,+6.41,+5.78,0.4,"B-V= +0.82, U-B= +0.32"
61 Ursae Majoris,31.12,9.541,0.923,V,+5.32,+5.43,0.589,"B-V= +0.72, U-B= +0.25, R-I= +0.27"
Cordoba Durchmusterung -43°7228,40.8,12.5,0.74,V,+7.77,+7.29,0.11,"B-V= +1.06, U-B= +0.90, R-I= +0.42"
Cordoba Durchmusterung -28°9027,135,41.5,,V,+6.44,+3.34,4.00,"B-V= +0.66, U-B= +0.19"
Ross 1003,36.0,11.0,,V-VI,+11.86,+11.65,0.0019,"B-V= +1.52, U-B= +1.13, R-I= +1.23"
Bonner Durchmusterung +5°2529,101,31.0,,,+9.59,+7.13,0.12,"B-V= +1.25, U-B= +1.20, R-I= +0.52"
Catalogue Astrographique +27°21217,33.4,10.2,,V,+10.67,+10.62,0.0049,"B-V= +1.52, U-B= +1.23, R-I= +1.01"
Cape Photographic Durchmusterung -51°4413,27.4,8.40,,V-VI,+10.36,+10.74,0.0044,"B-V= +1.53, U-B= +1.19, R-I= +1.08"
Cape Photographic Durchmusterung -57°4948,99.5,30.5,,V,+8.21,+5.79,0.42,B-V= +0.91
Bonner Durchmusterung +31°2290,84.4,25.9,,V,+8.99,+6.93,0.15,"B-V= +1.13, U-B= +1.06, R-I= +0.42"
CC 658,15.07,4.621,0.01,wd,+11.50,+13.18,0.000466,"B-V= +0.19, U-B= -0.63, R-I= +0.06"
Eggen/Greenstein white dwarf 353,69.4,21.3,,wd,+16.39,+14.75,0.00011,"B-V= +0.66, U-B= +0.20"
Bonner Durchmusterung +72°545,89.8,27.5,,V,+8.94,+6.74,0.18,"B-V= +1.17, U-B= +1.12, R-I= +0.46"
Bonner Durchmusterung +51°1697,80.3,24.6,,V,+9.58,+7.63,0.078,"B-V= +1.26, U-B= +1.19, R-I= +0.52"
Catalogue Astrographique +79°3888,17.58,5.391,0.3,V,+10.80,+12.14,0.00121,"B-V= +1.60, U-B= +1.08, R-I= +1.19"
Cordoba Durchmusterung -29°9337,58.0,17.8,0.94,V,+6.48,+5.23,0.70,"B-V= +0.68, U-B= +0.20, R-I= +0.24"
Ross 128,10.89,3.338,0.21,V,+11.56 (increasing to +11.06),+13.94 (increasing to +13.44),0.000231 (increasing to  0.000365),"B-V= +1.75, U-B= +1.40, R-I= +1.33"
Cordoba Durchmusterung -34°7692,226,69.4,,V,+7.10,+2.89,6.07,"B-V= +0.77, U-B= +0.23"
Denebola,36.18,11.09,1.573,V,+2.14,+1.91,14.98,"B-V= +0.09, U-B= +0.07, R-I= +0.00"
Beta Virginis,35.55,10.90,1.710,V,+3.59,+3.40,3.792,"B-V= +0.55, U-B= +0.11, R-I= +0.16"
Bonner Durchmusterung +36°2219,27.9,8.55,,V,+9.76,+10.10,0.0079,"B-V= +1.51, U-B= +1.20, R-I= +0.88"
Bonner Durchmusterung +35°2288,171,52.5,,IV,+9.65,+6.05,0.33,B-V= +0.78
Cordoba Durchmusterung -50°6462,264,81,,V?,+10.97,+6.43,0.2,"B-V= +0.92, U-B= +0.66, R-I= +0.34"
Bonner Durchmusterung +29°2228,93.6,28.7,,V,+10.55,+8.26,0.043,"B-V= +1.39, U-B= +1.32, R-I= +0.64"
Cordoba Durchmusterung -26°8883,33.23,10.19,1.369,V,+6.99,+6.95,0.145,"B-V= +1.15, U-B= +1.10, R-I= +0.42"
Bonner Durchmusterung -19°3382,67.9,20.8,,V,+7.95,+6.35,0.25,"B-V= +0.98, U-B= +0.77, R-I= +0.34"
Bonner Durchmusterung -9°3413,42.1,12.9,0.95,IV,+5.55,+5.00,0.87,"B-V= +0.77, U-B= +0.44, R-I= +0.25"
Catalogue Astrographique -1°240-110,142,43.5,,,+10.96,+7.76,0.068,"B-V= +1.12, U-B= +0.98, R-I= +0.44"
Bonner Durchmusterung +43°2180,71,22,,V,+8.34,+6.66,0.2,"B-V= +1.15, U-B= +1.10"
Cordoba Durchmusterung -41°6938,78.9,24.2,1.53,V,+5.15,+3.23,4.45,"B-V= +0.41, U-B= -0.03"
Omicron Virginis,171,52.4,13.5,IIIa,+4.12,+0.52,53.9,"B-V= +0.98, U-B= +0.63, R-I= +0.49"
Bonner Durchmusterung -18°3319,73.4,22.5,,V,+9.98,+8.22,0.045,"B-V= +1.34, U-B= +1.20, R-I= +0.60"
Eta Crucis,64.22,19.69,1.31,III,+4.14,+2.67,7.442,"B-V= +0.34, U-B= +0.02, R-I= +0.20"
Alpha Corvi,48.2,14.8,1.37,IV-V,+4.02,+3.17,4.68,"B-V= +0.32, U-B= -0.02, R-I= +0.20"
Catalogue Astrographique +0°1514-64,94.3,28.9,,V,+11.25,+8.94,0.023,"B-V= +1.41, U-B= +1.18, R-I= +0.70"
McCook & Sion White Dwarf 1207-32,69,21,,wd,+13.50,+11.86,0.002,
Bonner Durchmusterung +41°2276,79.4,24.3,,V,+7.46,+5.53,0.53,"B-V= +0.79, U-B= +0.43"
Catalogue Astrographique +41°509-35,74,23,,V,+10.67,+8.89,0.02,"B-V= +1.35, R-I= +0.69"
Giclas 197-47,66.0,20.2,,wd,+15.79,+14.26,0.00017,"B-V= +0.58, U-B= -0.20"
Bonner Durchmusterung +14°2481,356,109,,V-VI,+10.17,+4.98,0.9,"B-V= +0.47, U-B= -0.18, R-I= +0.20"
Bonner Durchmusterung +59°1428,92.6,28.4,,V,+10.05,+7.78,0.067,"B-V= +1.28, U-B= +1.23, R-I= +0.56"
Bonner Durchmusterung -5°3450,142,43.6,0.7,,+9.96,+6.76,0.17,"B-V= +1.00, U-B= +0.80, R-I= +0.52"
Giclas 123-13,65,20,,V,+11.41,+9.90,0.010,"B-V= +1.51, R-I= +0.88"
Bonner Durchmusterung +10°2391,101,31.0,,V,+7.92,+5.46,0.57,"B-V= +0.79, U-B= +0.45"
12 Virginis,162,49.6,,,+5.84,+2.37,9.82,"B-V= +0.27, U-B= +0.11"
Bonner Durchmusterung +49°2126,75.4,23.1,,V,+10.55,+8.73,0.028,"B-V= +1.46, R-I= +0.73"
Delta Ursae Majoris,81.4,25.0,2.17,V,+3.31,+1.33,25.7,"B-V= +0.08, U-B= +0.07"
Bonner Durchmusterung +45°2014,74,23,,V,+9.16,+7.37,0.10,"B-V= +1.50, U-B= +1.76"
Sanford 39,64,20,,V,+14.15,+12.69,0.0007,"B-V= +1.62, R-I= +1.28"
Giclas 123-19,99,30,,V,+11.50,+9.09,0.02,"B-V= +1.44, R-I= +0.73"
Gliese & Jahreiss 1156,21.3,6.54,,V,+13.81,+14.73,0.00011,"B-V= +1.88, U-B= +1.05, R-I= +1.59"
Bonner Durchmusterung +29°2279,80.4,24.6,,V,+10.62,+8.66,0.030,"B-V= +1.44, U-B= +1.26, R-I= +0.73"
Bonner Durchmusterung +26°2329,198,60.6,2.02,IV,+6.14,+2.23,11.1,"B-V= +0.30, U-B= +0.08"
Bonner Durchmusterung +42°2296,52.2,16.0,0.66,V,+9.42,+8.40,0.038,"B-V= +1.36, U-B= +1.22, R-I= +0.60"
Catalogue Astrographique +64°14332,58.8,18.0,,V,+11.60,+10.32,0.0065,"B-V= +1.45, R-I= +1.05"
Bonner Durchmusterung +13°2529a,69.2,21.2,0.64,V,+10.20,+8.57,0.033,"B-V= +1.44, U-B= +1.25, R-I= +0.72"
Bonner Durchmusterung +32°2241,177,54.4,0.73,IV,+8.81,+5.13,0.77,"B-V= +0.74, U-B= +0.36"
Ross 695,29.0,8.89,,V,+11.28,+11.53,0.0021,"B-V= +1.60, U-B= +1.13, R-I= +0.98"
Bonner Durchmusterung -3°3280,168,51.5,,,+8.13,+4.57,1.29,
Luyten 104-2,39.3,12.0,,wd,+13.97,+13.57,0.00033,"B-V= +0.40, U-B= -0.54"
Bonner Durchmusterung -17°3632,81.4,24.9,0.66,V,+9.24,+7.26,0.11,"B-V= +1.24, U-B= +1.20, R-I= +0.48"
Wolf 414,44.2,13.6,,V-VI,+11.99,+11.33,0.0026,"B-V= +1.60, U-B= +1.28, R-I= +1.20"
Cordoba Durchmusterung -30°9942,127,39.0,0.75,V,+9.06,+6.11,0.31,"B-V= +0.79, U-B= +0.24, R-I= +0.26"
Luyten Palomar 377-100,71,22,,V,+14.18,+12.49,0.0009,"B-V= +1.60, R-I= +1.26"
Bonner Durchmusterung -2°3528,170,52.1,0.72,V,+9.02,+5.44,0.58,"B-V= +0.70, U-B= +0.13, R-I= +0.26"
Bonner Durchmusterung +9°2636,43.7,13.4,,V,+9.74,+9.10,0.020,"B-V= +1.45, U-B= +1.23, R-I= +0.72"
Bonner Durchmusterung +55°1536,77.4,23.7,,V,+8.11,+6.23,0.28,"B-V= +0.93, U-B= +0.64"
Eta Corvi,59.4,18.2,1.51,IV,+4.30,+3.00,5.50,"B-V= +0.37, U-B= +0.01, R-I= +0.21"
Cape Photographic Durchmusterung -68°1684,52.8,16.2,0.8,V,+7.13,+6.09,0.32,"B-V= +0.85, U-B= +0.48, R-I= +0.29"
Bonner Durchmusterung +34°2333,374,115,13.6,III,+6.24,+0.94,36.5,"B-V= +1.05, U-B= +0.90"
Beta Canum Venaticorum,27.30,8.371,1.107,V,+4.26,+4.65,1.203,"B-V= +0.59, U-B= +0.05, R-I= +0.21"
Bonner Durchmusterung -13°3557,83.4,25.6,,V,+9.10,+7.06,0.13,"B-V= +1.11, U-B= +1.01, R-I= +0.42"
Catalogue Astrographique +10°95-16,58.5,17.9,,V-VI,+11.40,+10.13,0.0077,"B-V= +1.42, U-B= +1.01, R-I= +0.99"
Cordoba Durchmusterung -45°7872,59,18,,V-VI,+11.09,+9.80,0.01,"B-V= +1.48, U-B= +1.13, R-I= +0.92"
Cordoba Durchmusterung -51°6859,31.5,9.66,,V-VI,+10.65,+10.73,0.0045,"B-V= +1.54, U-B= +1.14, R-I= +1.06"
Bonner Durchmusterung +80°389,117,35.8,0.89,V,+6.99,+4.22,1.78,"B-V= +0.59, U-B= +0.12"
Bruce Proper Motion 37093,54,17,0.0029,wd,+13.96,+12.87,0.0006,"B-V= +0.18, U-B= -0.70"
Wolf 433,50.1,15.4,,V,+11.49,+10.56,0.0052,"B-V= +1.48, U-B= +1.19, R-I= +1.08"
Cordoba Durchmusterung -77°568,87.6,26.9,,V,+9.05,+6.90,0.15,"B-V= +1.20, U-B= +1.04, R-I= +0.47"
Luyten 399-68,25.0,7.66,,V-VI,+12.24,+12.82,0.00065,"B-V= +1.73, U-B= +1.39, R-I= +1.14"
Bonner Durchmusterung +16°2404,46.6,14.3,1.29,V?,+7.95,+7.18,0.12,"B-V= +1.12, U-B= +1.02, R-I= +0.44"
Bonner Durchmusterung +56°1618,75.7,23.2,,V,+8.27,+6.44,0.23,"B-V= +0.95, U-B= +0.71"
Sanford 128,60,19,,V,+12.96,+11.62,0.002,"B-V= +1.63, R-I= +1.14"
Bonner Durchmusterung +52°1650,49.1,15.1,0.85,V,+7.04,+6.15,0.30,"B-V= +0.94, U-B= +0.72"
10 Canum Venaticorum,56.7,17.4,0.97,V,+5.96,+4.76,1.08,"B-V= +0.55, U-B= -0.03, R-I= +0.22"
Bonner Durchmusterung -11°3361,99.5,30.5,,V,+6.87,+4.45,1.44,"B-V= +0.70, U-B= +0.31"
Ross 991,65.4,20.0,,V-VI,+11.76,+10.25,0.0069,"B-V= +1.50, R-I= +1.03"
Bonner Durchmusterung +32°2274,95.4,29.2,,V,+9.86,+7.53,0.085,"B-V= +1.29, U-B= +1.24, R-I= +0.50"
Wolf 437,26.8,8.21,,V,+11.39,+11.82,0.0016,"B-V= +1.57, U-B= +1.18, R-I= +1.22"
Bonner Durchmusterung -14°3581,69.1,21.2,,V,+7.92,+6.29,0.26,"B-V= +0.96, U-B= +0.55, R-I= +0.36"
McCook & Sion White Dwarf 1246+586,60.4,18.5,,wd,+15.56,+14.22,0.00018,
Bonner Durchmusterung +25°2568,56.0,17.2,1.05,V,+6.30,+5.12,0.78,"B-V= +0.70, U-B= +0.26, R-I= +0.23"
Bonner Durchmusterung +61°1320,78.8,24.2,1.19,V,+5.84,+3.93,2.34,"B-V= +0.46, U-B= -0.04"
Catalogue Astrographique +66°3955,33.2,10.2,,V-VI,+10.94,+10.89,0.0038,"B-V= +1.64, U-B= +1.21, R-I= +1.16"
Bonner Durchmusterung +2°2585,108,33.2,,V,+8.15,+5.55,0.53,"B-V= +0.69, U-B= +0.12, R-I= +0.26"
McCook & Sion White Dwarf 1247+553,49,15,,wd,+12.31,+11.41,0.002,"B-V= +0.03, U-B= -0.93"
Luyten Palomar 131-66,81.1,24.9,,wd,+17.82,+15.84,0.000040,B-V= +1.50
Bonner Durchmusterung +71°632,164,50.3,,V,+10.07,+6.56,0.21,"B-V= +0.97, U-B= +0.90"
Bonner Durchmusterung +0°2989,35.2,10.8,0.81,V,+8.49,+8.33,0.041,"B-V= +1.40, U-B= +1.26, R-I= +0.66"
Bonner Durchmusterung +34°2366,116,35.6,,V,+9.46,+6.70,0.18,"B-V= +1.08, U-B= +0.89, R-I= +0.41"
38 Virginis,106,32.5,1.04,V,+6.12,+3.56,3.27,"B-V= +0.50, U-B= +0.04, R-I= +0.16"
Cordoba Durchmusterung -39°7893,155,47.6,3.22,III,+4.28,+0.89,38.4,"B-V= +0.21, U-B= +0.12, R-I= +0.13"
Cordoba Durchmusterung -43°7953,130,39.7,2.73,V?,+5.88,+2.88,6.12,"B-V= +0.64, U-B= +0.25, R-I= +0.18"
Bonner Durchmusterung -13°3627,75.6,23.2,0.69,V,+9.11,+7.29,0.11,"B-V= +1.12, U-B= +1.00, R-I= +0.43"
Wolf 457,51.0,15.6,0.0096,wd,+15.79,+14.82,0.00010,"B-V= +0.64, U-B= -0.10"
Bonner Durchmusterung -1°2754,84.3,25.8,0.67,V,+9.78,+7.72,0.071,"B-V= +1.20, U-B= +1.15, R-I= +0.50"
Wolf 461,26.6,8.14,,V,+13.40,+13.85,0.00025,"B-V= +1.75, U-B= +1.10, R-I= +1.43"
Luyten 147-101,54.9,16.8,,V,+10.92,+9.79,0.011,R-I= +0.84
DT Virginis,37.3,11.4,,V,+9.76,+9.47,0.014,"B-V= +1.47, U-B= +1.10, R-I= +0.87"
Cape Photographic Durchmusterung -51°5750,51.2,15.7,0.72,V,+9.05,+8.07,0.051,"B-V= +1.37, U-B= +1.27, R-I= +0.58"
Bonner Durchmusterung +50°1979,71.4,21.9,0.71,V,+9.31,+7.61,0.079,"B-V= +1.17, U-B= +1.04, R-I= +0.46"
40 Comae Berenices,75,23,11,III,+5.83 (increasing to +5.33),+4.02 (increasing to +3.52),2.1 (increasing to  3.4),"B-V= +1.59, U-B= +1.63, R-I= +1.31"
Cordoba Durchmusterung -76°570,138,42.2,,V,+8.88,+5.75,0.43,"B-V= +1.04, U-B= +0.84, R-I= +0.40"
Bonner Durchmusterung +35°2406,77.8,23.9,,V,+9.34,+7.45,0.091,"B-V= +1.18, U-B= +1.10, R-I= +0.46"
Bonner Durchmusterung +6°2697,85.7,26.3,0.95,IV,+6.80,+4.70,1.15,"B-V= +0.67, U-B= +0.18, R-I= +0.20"
Bonner Durchmusterung -21°3660,88.6,27.2,0.79,V,+7.36,+5.19,0.73,"B-V= +0.73, U-B= +0.27, R-I= +0.37"
RS Canum Venaticorum,353,108,5.1,IV,+8.11 (increasing to +7.91),+2.94 (increasing to +2.74),5.8 (increasing to  7.0),"B-V= +0.58, U-B= +0.07"
Cordoba Durchmusterung -37°8437,66.8,20.5,2.09,V,+4.85,+3.29,4.20,"B-V= +0.70, U-B= +0.31, R-I= +0.24"
Beta Comae Berenices,29.86,9.155,1.191,V,+4.26,+4.45,1.447,"B-V= +0.57, U-B= +0.07, R-I= +0.21"
Eggen/Greenstein white dwarf 436,60,18,,wd,+16.00,+14.68,0.0001,"B-V= +0.78, U-B= +0.14"
Bonner Durchmusterung +74°526,401,123,,,+9.35,+3.90,2.4,"B-V= +0.58, U-B= +0.02"
Bonner Durchmusterung -1°2784,66.6,20.4,,V,+7.57,+6.01,0.34,
ER 8,48.2,14.8,,wd,+17.05,+16.20,0.000029,B-V= +1.40
Sanford 241,58,18,,V,+13.02,+11.76,0.002,"B-V= +1.58, R-I= +1.17"
Bonner Durchmusterung +57°1424,65,20,,II,+8.10,+6.62,0.2,"B-V= +1.17, U-B= +1.10"
Bonner Durchmusterung +57°1425,83.8,25.7,,V,+6.83,+4.78,1.07,"B-V= +0.60, U-B= +0.08, R-I= +0.19"
57 Virginis,127,38.9,5.69,IV,+5.22,+2.27,10.8,"B-V= +1.03, U-B= +0.87, R-I= +0.48"
59 Virginis,58.5,18.0,1,V,+5.21,+3.94,2.32,"B-V= +0.58, U-B= +0.10, R-I= +0.20"
Giclas 164-62,70.5,21.6,,V,+11.29,+9.61,0.012,"B-V= +1.41, U-B= +1.14, R-I= +0.83"
61 Virginis,27.81,8.525,1.063,V,+4.74,+5.09,0.805,"B-V= +0.71, U-B= +0.26, R-I= +0.23"
Bonner Durchmusterung +34°2411,60,19,,V,+8.13,+6.79,0.2,"B-V= +1.14, U-B= +0.94"
Bonner Durchmusterung +85°222,175,53.6,0.87,V,+7.28,+3.63,3.08,"B-V= +0.50, U-B= +0.02"
Ross 1007,56.7,17.4,,V,+10.62,+9.42,0.015,"B-V= +1.51, U-B= +1.20, R-I= +0.90"
Iota Centauri,58.6,18.0,1.93,V,+2.75,+1.48,22.4,"B-V= +0.04, U-B= +0.03, R-I= +0.00"
Bonner Durchmusterung +35°2439,52.5,16.1,,V,+10.62,+9.59,0.013,"B-V= +1.44, U-B= +1.20, R-I= +0.85"
Catalogue Astrographique -13°2664-197,114,35.0,,V-VI,+11.78,+9.06,0.021,"B-V= +1.40, U-B= +1.08, R-I= +0.77"
Bonner Durchmusterung +58°1441,81.9,25.1,,V,+9.75,+7.75,0.069,"B-V= +1.26, U-B= +1.14, R-I= +0.57"
Cordoba Durchmusterung -27°9225,53.0,16.3,,V-VI,+11.04,+9.98,0.0089,"B-V= +1.53, U-B= +1.16, R-I= +1.15"
Alcor,81.2,24.9,1.76,V,+4.01,+2.03,13.4,"B-V= +0.17, U-B= +0.08"
Cordoba Durchmusterung -23°11071,99.0,30.3,0.72,V,+8.78,+6.36,0.25,"B-V= +0.89, U-B= +0.63, R-I= +0.34"
Bonner Durchmusterung +64°949,69.6,21.3,,V,+6.50,+4.86,0.99,"B-V= +0.74, U-B= +0.30"
69 Virginis,258,79.2,18.7,III,+4.75,+0.26,68.5,"B-V= +1.10, U-B= +1.06, R-I= +0.36"
70 Virginis,59.1,18.1,1.95,Va,+4.98,+3.69,2.92,"B-V= +0.71, U-B= +0.26, R-I= +0.24"
Bonner Durchmusterung +11°2576,24.88,7.627,,V,+9.05,+9.64,0.0122,"B-V= +1.50, U-B= +1.24, R-I= +0.81"
Wolf 485A,58.8,18.0,,wd,+12.31,+11.03,0.0034,"B-V= +0.08, U-B= -0.61"
Bonner Durchmusterung -1°2832,101,30.9,,V,+7.34,+4.89,0.96,"B-V= +0.78, U-B= +0.32, R-I= +0.29"
Giclas 165-8,26,7.9,,V-VI,+11.95,+12.45,0.0009,"B-V= +1.57, R-I= +1.26"
Bonner Durchmusterung +9°2776,60.2,18.5,,V,+7.99,+6.65,0.19,"B-V= +1.00, U-B= +0.90, R-I= +0.37"
Cordoba Durchmusterung -38°8635,98.6,30.2,0.92,V,+7.29,+4.89,0.97,"B-V= +0.67, U-B= +0.16, R-I= +0.18"
Wolf 1487,66.9,20.5,,V,+9.95,+8.39,0.038,"B-V= +1.38, U-B= +1.21, R-I= +0.68"
Bonner Durchmusterung +75°510,117,35.9,,V-VI,+10.25,+7.48,0.089,"B-V= +1.29, U-B= +1.25, R-I= +0.52"
EQ Virginis,64.5,19.8,0.68,V,+11.90 (increasing to +8.60),+10.42 (increasing to +7.12),0.0059 (increasing to  0.12),"B-V= +1.21, U-B= +1.04, R-I= +0.54"
Zeta Virginis,73.2,22.4,1.76,V,+3.38,+1.62,19.6,"B-V= +0.11, U-B= +0.10, R-I= +0.06"
Bonner Durchmusterung +0°3077,68,21,,V,+10.28,+8.69,0.03,"B-V= +1.44, U-B= +1.20, R-I= +0.68"
Wolf 489,26.7,8.18,,wd,+14.65,+15.09,0.000080,"B-V= +0.95, U-B= +0.37, R-I= +0.33"
Bonner Durchmusterung +8°2735,103,31.7,,V-VI,+10.00,+7.49,0.088,"B-V= +1.09, U-B= +0.92, R-I= +0.44"
Bonner Durchmusterung +36°2393,35.6,10.9,,V,+9.06,+8.88,0.024,"B-V= +1.42, U-B= +1.16, R-I= +0.66"
Bonner Durchmusterung +46°1889,43.2,13.3,,V,+10.24,+9.63,0.012,"B-V= +1.42, U-B= +1.08, R-I= +0.85"
Bonner Durchmusterung -3°3508,47.4,14.5,0.63,,+9.61,+8.79,0.026,"B-V= +1.40, U-B= +1.20, R-I= +0.65"
Cordoba Durchmusterung -33°9242,50.9,15.6,,V,+6.93,+5.97,0.36,"B-V= +0.86, U-B= +0.45, R-I= +0.28"
Bonner Durchmusterung +0°3090,77.3,23.7,0.61,V,+9.76,+7.89,0.061,"B-V= +1.30, U-B= +1.29, R-I= +0.55"
Bonner Durchmusterung -0°2725,79.1,24.3,,V,+9.24,+7.31,0.10,"B-V= +1.19, U-B= +1.20, R-I= +0.45"
Bonner Durchmusterung -3°3527,83.7,25.7,,V,+10.54,+8.49,0.035,"B-V= +1.34, U-B= +1.24, R-I= +0.57"
Wolf 497,42.5,13.0,,V,+9.79,+9.21,0.018,"B-V= +1.41, U-B= +1.17, R-I= +0.67"
Cordoba Durchmusterung -32°9603,62.8,19.3,1.68,IV,+4.22,+2.79,6.65,"B-V= +0.38, U-B= +0.00, R-I= +0.22"
Bonner Durchmusterung +15°2620,17.71,5.431,0.689,V,+8.46,+9.79,0.0106,"B-V= +1.44, U-B= +1.09, R-I= +0.86"
Giclas 223-24,77.7,23.8,,wd,+13.30,+11.42,0.0024,
Eggen/Greenstein white dwarf 360,64.8,19.9,0.0111,wd,+15.08,+13.59,0.00032,"B-V= +0.38, U-B= -0.48"
Bonner Durchmusterung -21°3781,46.3,14.2,1.13,V,+8.16,+7.40,0.095,"B-V= +1.26, U-B= +1.25, R-I= +0.49"
Cordoba Durchmusterung -23°11329,65.0,19.9,0.91,V,+6.43,+4.94,0.92,"B-V= +0.69, U-B= +0.27, R-I= +0.28"
Cordoba Durchmusterung -50°8092,53.6,16.4,0.78,V,+7.37,+6.29,0.26,"B-V= +0.90, U-B= +0.56, R-I= +0.35"
Bonner Durchmusterung +50°2030,45.7,14.0,,V,+8.88,+8.15,0.048,"B-V= +1.33, U-B= +1.20, R-I= +0.58"
Luyten 907-37,68.0,20.8,,wd,+14.60,+13.01,0.00055,"B-V= +0.21, U-B= -0.57"
Bonner Durchmusterung +13°2721,68.0,20.9,,V,+9.78,+8.19,0.046,"B-V= +1.40, U-B= +1.27, R-I= +0.68"
Gliese 533.1,86.2,26.4,,V,+11.40,+9.29,0.017,"B-V= +1.50, R-I= +0.89"
Eta Boötis,36.99,11.34,2.609,IV,+2.68,+2.41,9.493,"B-V= +0.58, U-B= +0.20, R-I= +0.20"
Catalogue Astrographique +79°4347,79.1,24.2,,V,+10.63,+8.71,0.029,"B-V= +1.45, R-I= +0.74"
Cordoba Durchmusterung -33°9467,119,36.4,0.81,V,+8.16,+5.35,0.63,"B-V= +0.68, U-B= +0.16, R-I= +0.24"
Bonner Durchmusterung +23°2640,77.7,23.8,0.73,V,+9.02,+7.13,0.12,"B-V= +1.16, U-B= +1.12, R-I= +0.44"
Bonner Durchmusterung -1°2892,33.2,10.2,0.55,V,+9.71,+9.67,0.012,"B-V= +1.46, U-B= +1.17, R-I= +0.86"
Vyssotsky McCormick 150,59,18,,V,+10.65,+9.35,0.02,"B-V= +1.47, R-I= +0.80"
Bonner Durchmusterung +15°2658,85.2,26.1,,V,+7.14,+5.05,0.83,
Bonner Durchmusterung +11°2625,54.1,16.6,1.02,V,+6.29,+5.19,0.73,"B-V= +0.74, U-B= +0.29, R-I= +0.26"
Pi Hydrae,101,31.1,16.4,III,+3.27,+0.80,41.6,"B-V= +1.12, U-B= +1.04, R-I= +0.40"
Theta Centauri,60.9,18.7,12.9,IIIb,+2.06,+0.70,45.8,"B-V= +1.01, U-B= +0.87, R-I= +0.36"
Cape Photographic Durchmusterung -74°1142,93.5,28.7,1.63,V,+6.02,+3.73,2.80,"B-V= +0.58, U-B= +0.06, R-I= +0.20"
Cape Photographic Durchmusterung -60°5215,156,47.7,0.71,V,+9.68,+6.28,0.27,"B-V= +0.78, U-B= +0.28, R-I= +0.29"
12 Boötis,120,36.7,3.15,IV,+4.82,+2.00,13.9,"B-V= +0.53, U-B= +0.07"
Bonner Durchmusterung -11°3684,75.2,23.1,,V,+7.93,+6.12,0.31,"B-V= +0.86, U-B= +0.58"
Bonner Durchmusterung +81°465,56.1,17.2,,V,+10.39,+9.21,0.018,"B-V= +1.43, U-B= +1.14, R-I= +0.83"
50 Hydrae,229,70.3,15.6,III,+5.09,+0.85,39.8,"B-V= +1.15, U-B= +1.13, R-I= +0.54"
Bonner Durchmusterung -2°3804,72.7,22.3,,V,+7.05,+5.31,0.65,"B-V= +0.74, U-B= +0.24"
Ross 845,38,12,,V,+13.86,+13.53,0.0003,"B-V= +1.53, U-B= +0.83, R-I= +1.38"
Bonner Durchmusterung -6°3950,63.9,19.6,,V,+10.15,+8.69,0.029,"B-V= +1.43, U-B= +1.23, R-I= +0.67"
Bonner Durchmusterung +30°2494,56.4,17.3,,V,+8.06,+6.87,0.16,"B-V= +1.08, U-B= +0.95, R-I= +0.41"
Cordoba Durchmusterung -44°9181,68.7,21.0,1.29,V,+6.31,+4.70,1.15,"B-V= +0.60, U-B= +0.07, R-I= +0.32"
Arcturus,36.71,11.25,31.45,III ,-0.05,-0.31,115.6,"B-V= +1.20, U-B= +1.26, R-I= +0.47"
Iota Virginis,69.8,21.4,2.69,III,+4.08,+2.43,9.31,"B-V= +0.52, U-B= +0.04, R-I= +0.16"
Lambda Boötis,97.1,29.8,1.92,V-VI,+4.18,+1.81,16.4,"B-V= +0.08, U-B= +0.05"
Bonner Durchmusterung -6°3964,107,32.8,1.90,V,+6.47,+3.89,2.42,"B-V= +0.73, U-B= +0.35, R-I= +0.22"
Bonner Durchmusterung +46°1951,60.8,18.6,,V,+10.25,+8.90,0.024,"B-V= +1.44, U-B= +1.22, R-I= +0.69"
Cape Photographic Durchmusterung -58°5467,38.60,11.83,1.272,V,+6.65,+6.29,0.266,"B-V= +1.03, U-B= +0.94, R-I= +0.34"
Bonner Durchmusterung -5°3853,70.2,21.5,0.73,,+9.12,+7.46,0.091,"B-V= +1.30, U-B= +1.18, R-I= +0.56"
18 Boötis,85.1,26.1,1.46,V,+5.41,+3.32,4.08,"B-V= +0.38, U-B= -0.03"
Cape Photographic Durchmusterung -39°6278,89.5,27.4,0.74,V,+9.05,+6.86,0.16,"B-V= +1.10, U-B= +1.05, R-I= +0.47"
